1710624081.3194733, LOAD, test_files/ipanema.txt, tmp1
1710624081.3197024, LOAD, test_files/unforgettable.txt, tmp3
1710624081.319916, LOAD, test_files/ipanema.txt, tmp5
1710624081.320705, LOAD, test_files/unforgettable.txt, tmp7
1710624081.320988, LOAD, test_files/ipanema.txt, tmp9
1710624081.322508, LOAD, test_files/unforgettable.txt, tmp11
1710624081.3230062, LOAD, test_files/ipanema.txt, tmp13
1710624081.3232622, LOAD, test_files/unforgettable.txt, tmp15
1710624081.3234882, LOAD, test_files/ipanema.txt, tmp17
1710624081.3236914, LOAD, test_files/unforgettable.txt, tmp19
1710624081.3239067, LOAD, test_files/ipanema.txt, tmp21
1710624081.3241074, LOAD, test_files/unforgettable.txt, tmp23
1710624081.324348, LOAD, test_files/ipanema.txt, tmp25
1710624081.3245783, LOAD, test_files/unforgettable.txt, tmp27
1710624081.3247952, LOAD, test_files/ipanema.txt, tmp29
1710624081.325013, LOAD, test_files/unforgettable.txt, tmp31
1710624081.325277, LOAD, test_files/ipanema.txt, tmp33
1710624081.3254943, LOAD, test_files/unforgettable.txt, tmp35
1710624081.3261366, LOAD, test_files/ipanema.txt, tmp37
1710624081.3264105, LOAD, test_files/unforgettable.txt, tmp39
1710624081.326636, LOAD, test_files/ipanema.txt, tmp41
1710624081.326847, LOAD, test_files/unforgettable.txt, tmp43
1710624081.3270707, LOAD, test_files/ipanema.txt, tmp45
1710624081.3273256, LOAD, test_files/unforgettable.txt, tmp47
1710624081.3275554, LOAD, test_files/ipanema.txt, tmp49
1710624081.3277547, LOAD, test_files/unforgettable.txt, tmp51
1710624081.3282146, LOAD, test_files/ipanema.txt, tmp53
1710624081.3284352, LOAD, test_files/unforgettable.txt, tmp55
1710624081.3286495, LOAD, test_files/ipanema.txt, tmp57
1710624081.3288522, LOAD, test_files/unforgettable.txt, tmp59
1710624081.329095, LOAD, test_files/ipanema.txt, tmp61
1710624081.3293083, LOAD, test_files/unforgettable.txt, tmp63
1710624081.329531, LOAD, test_files/ipanema.txt, tmp65
1710624081.3297296, LOAD, test_files/unforgettable.txt, tmp67
1710624081.3301408, LOAD, test_files/ipanema.txt, tmp69
1710624081.330354, LOAD, test_files/unforgettable.txt, tmp71
1710624081.3305595, LOAD, test_files/ipanema.txt, tmp73
1710624081.3307536, LOAD, test_files/unforgettable.txt, tmp75
1710624081.3309574, LOAD, test_files/ipanema.txt, tmp77
1710624081.331201, LOAD, test_files/unforgettable.txt, tmp79
1710624081.3314178, LOAD, test_files/ipanema.txt, tmp81
1710624081.3316293, LOAD, test_files/unforgettable.txt, tmp83
1710624081.331842, LOAD, test_files/ipanema.txt, tmp85
1710624081.332078, LOAD, test_files/unforgettable.txt, tmp87
1710624081.3322968, LOAD, test_files/ipanema.txt, tmp89
1710624081.3324971, LOAD, test_files/unforgettable.txt, tmp91
1710624081.3328311, LOAD, test_files/ipanema.txt, tmp93
1710624081.3330784, LOAD, test_files/unforgettable.txt, tmp95
1710624081.3332992, LOAD, test_files/ipanema.txt, tmp97
1710624081.3335006, LOAD, test_files/unforgettable.txt, tmp99
1710624081.335879, CONNECT, 0
1710624081.3359776, SEND_ALL, 0
1710624081.3360472, CONNECT, 1
1710624081.336072, SEND_ALL, 1
1710624081.3363428, CONNECT, 2
1710624081.3364155, SEND_ALL, 2
1710624081.3364716, CONNECT, 3
1710624081.336495, SEND_ALL, 3
1710624081.3367467, CONNECT, 4
1710624081.336808, SEND_ALL, 4
1710624081.3368928, CONNECT, 5
1710624081.336918, SEND_ALL, 5
1710624081.337163, CONNECT, 6
1710624081.3372393, SEND_ALL, 6
1710624081.3372984, CONNECT, 7
1710624081.337322, SEND_ALL, 7
1710624081.3375156, CONNECT, 8
1710624081.3375814, SEND_ALL, 8
1710624081.3393586, CONNECT, 9
1710624081.3394005, SEND_ALL, 9
1710624081.3397355, CONNECT, 10
1710624081.3398378, SEND_ALL, 10
1710624081.3399048, CONNECT, 11
1710624081.3399289, SEND_ALL, 11
1710624081.340121, CONNECT, 12
1710624081.340186, SEND_ALL, 12
1710624081.3402433, CONNECT, 13
1710624081.3402667, SEND_ALL, 13
1710624081.3404906, CONNECT, 14
1710624081.3405588, SEND_ALL, 14
1710624081.340614, CONNECT, 15
1710624081.3406367, SEND_ALL, 15
1710624081.3408723, CONNECT, 16
1710624081.3409362, SEND_ALL, 16
1710624081.340992, CONNECT, 17
1710624081.3410146, SEND_ALL, 17
1710624081.3412511, CONNECT, 18
1710624081.3413212, SEND_ALL, 18
1710624081.3413754, CONNECT, 19
1710624081.3413978, SEND_ALL, 19
1710624081.3415778, CONNECT, 20
1710624081.3416376, SEND_ALL, 20
1710624081.341693, CONNECT, 21
1710624081.3417165, SEND_ALL, 21
1710624081.3427763, CONNECT, 22
1710624081.3428595, SEND_ALL, 22
1710624081.3429272, CONNECT, 23
1710624081.3429499, SEND_ALL, 23
1710624081.3431349, CONNECT, 24
1710624081.3431997, SEND_ALL, 24
1710624081.343256, CONNECT, 25
1710624081.343279, SEND_ALL, 25
1710624081.3435144, CONNECT, 26
1710624081.3435845, SEND_ALL, 26
1710624081.3436396, CONNECT, 27
1710624081.343662, SEND_ALL, 27
1710624081.3438883, CONNECT, 28
1710624081.343952, SEND_ALL, 28
1710624081.3440084, CONNECT, 29
1710624081.3440318, SEND_ALL, 29
1710624081.3442624, CONNECT, 30
1710624081.344334, SEND_ALL, 30
1710624081.344389, CONNECT, 31
1710624081.3444116, SEND_ALL, 31
1710624081.344592, CONNECT, 32
1710624081.344692, SEND_ALL, 32
1710624081.3447578, CONNECT, 33
1710624081.3447816, SEND_ALL, 33
1710624081.3450096, CONNECT, 34
1710624081.3450823, SEND_ALL, 34
1710624081.3451366, CONNECT, 35
1710624081.345159, SEND_ALL, 35
1710624081.3453472, CONNECT, 36
1710624081.3454125, SEND_ALL, 36
1710624081.3454685, CONNECT, 37
1710624081.345491, SEND_ALL, 37
1710624081.3457894, CONNECT, 38
1710624081.3458695, SEND_ALL, 38
1710624081.3459263, CONNECT, 39
1710624081.3459494, SEND_ALL, 39
1710624081.3467348, CONNECT, 40
1710624081.3468037, SEND_ALL, 40
1710624081.3468592, CONNECT, 41
